ФИО,Телефон,Email,№ клиента,Создан,Отв. менеджер,Источник клиента,Записей,Посещений,Дата перв посещ кл,Дата посл посещ кл,"Срок посещ, дн","Срок жизни кл от созд до посл посещ, дн",Статус ученика,Филиал ученика,"Родитель (имя, телефон)",Подписан на рассылку,VK,Не присылать автоуведомления,Возраст,Дата рождения
Ученик_758,79493552134,student758@example.com,758,13.11.2025,Дмитрий,Соцсети,8,7,23.11.2025,13.01.2026,51,61,Клиент,Основной,Елена,Нет,,Нет,15,05.02.2011
Ученик_759,79523400737,student759@example.com,759,02.02.2025,Анна,Сайт,6,5,12.02.2025,11.05.2025,88,98,Бывший клиент,Основной,Елена,Да,,Да,13,24.06.2012
Ученик_760,79282813918,student760@example.com,760,03.03.2026,Дмитрий,Друг,9,1,15.03.2026,10.06.2026,87,99,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,10,28.07.2015
Ученик_761,79065953495,student761@example.com,761,24.06.2025,Ольга,Друг,11,10,28.06.2025,17.09.2025,81,85,Клиент,Основной,Елена,Нет,,Нет,15,25.09.2010
Ученик_762,79104528821,student762@example.com,762,28.09.2024,Ольга,Сайт,11,10,01.10.2024,07.12.2024,67,70,Клиент,Северный,Елена,Да,,Да,17,31.01.2009
Ученик_763,79695873638,student763@example.com,763,27.04.2025,Ольга,Соцсети,7,7,29.04.2025,31.05.2025,32,34,Клиент,Северный,,Да,vk.com/id123,Нет,10,05.10.2015
Ученик_764,79040133915,student764@example.com,764,02.05.2025,Ольга,Давно знаю,6,6,14.05.2025,01.07.2025,48,60,Клиент,Северный,,Да,vk.com/id123,Да,13,18.04.2012
Ученик_765,79339854673,student765@example.com,765,25.10.2025,Дмитрий,Друг,6,5,05.11.2025,01.01.2026,57,68,Клиент,Северный,,Нет,vk.com/id123,Нет,17,02.09.2008
Ученик_766,79533361273,student766@example.com,766,02.08.2025,Юлиана,Друг,5,4,14.08.2025,19.10.2025,66,78,Клиент,Южный,Елена,Да,vk.com/id123,Да,11,22.10.2014
Ученик_767,79216636672,student767@example.com,767,05.09.2024,Анна,Сайт,3,3,17.09.2024,13.11.2024,57,69,Бывший клиент,Северный,Елена,Нет,,Нет,14,30.04.2011
Ученик_768,79863935915,student768@example.com,768,12.08.2025,Анна,Друг,8,4,24.08.2025,04.10.2025,41,53,Бывший клиент,Основной,,Да,,Да,10,26.02.2016
Ученик_769,79608197748,student769@example.com,769,23.12.2025,Юлиана,Друг,5,5,06.01.2026,04.03.2026,57,71,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,13,17.02.2013
Ученик_770,79464834095,student770@example.com,770,23.09.2024,Юлиана,Сайт,4,4,25.09.2024,14.12.2024,80,82,Бывший клиент,Южный,Елена,Нет,,Нет,11,19.12.2014
Ученик_771,79945855494,student771@example.com,771,13.09.2025,Дмитрий,Соцсети,5,4,18.09.2025,10.12.2025,83,88,Клиент,Основной,,Нет,vk.com/id123,Нет,13,24.12.2012
Ученик_772,79684968212,student772@example.com,772,04.05.2025,Дмитрий,Реклама,9,9,11.05.2025,26.07.2025,76,83,Бывший клиент,Южный,,Нет,,Нет,16,16.07.2009
Ученик_773,79158638580,student773@example.com,773,26.04.2024,Юлиана,Друг,7,6,09.05.2024,28.06.2024,50,63,Клиент,Основной,Елена,Нет,,Нет,11,26.08.2014
Ученик_774,79286619011,student774@example.com,774,11.10.2025,Дмитрий,Сайт,8,5,21.10.2025,24.11.2025,34,44,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,16,21.04.2009
Ученик_775,79029747132,student775@example.com,775,09.09.2024,Анна,Друг,4,2,12.09.2024,27.11.2024,76,79,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,15,26.11.2010
Ученик_776,79694627259,student776@example.com,776,05.09.2025,Дмитрий,Соцсети,8,8,09.09.2025,25.11.2025,77,81,Клиент,Основной,Елена,Нет,,Нет,14,30.10.2011
Ученик_777,79691805218,student777@example.com,777,27.06.2024,Юлиана,Реклама,9,6,29.06.2024,20.09.2024,83,85,Клиент,Основной,,Нет,vk.com/id123,Нет,16,18.11.2009
Ученик_778,79931118610,student778@example.com,778,19.05.2025,Юлиана,Давно знаю,6,6,20.05.2025,01.08.2025,73,74,Клиент,Основной,Елена,Да,,Да,11,31.07.2014
Ученик_779,79613077996,student779@example.com,779,24.12.2025,Юлиана,Сайт,3,2,01.01.2026,11.03.2026,69,77,Клиент,Южный,Елена,Да,vk.com/id123,Нет,10,09.09.2015
Ученик_780,79830207388,student780@example.com,780,07.04.2024,Ольга,Друг,6,4,18.04.2024,24.06.2024,67,78,Клиент,Северный,Елена,Да,vk.com/id123,Нет,11,03.02.2015
Ученик_781,79188070455,student781@example.com,781,16.09.2025,Анна,Соцсети,7,7,20.09.2025,01.11.2025,42,46,Клиент,Основной,Елена,Да,vk.com/id123,Нет,13,10.06.2012
Ученик_782,79751208813,student782@example.com,782,12.06.2025,Ольга,Соцсети,9,7,20.06.2025,01.09.2025,73,81,Клиент,Основной,Елена,Да,,Да,11,23.08.2014
Ученик_783,79768446134,student783@example.com,783,17.01.2026,Анна,Соцсети,3,2,23.01.2026,22.04.2026,89,95,Клиент,Северный,Елена,Да,,Да,10,01.09.2015
Ученик_784,79593487068,student784@example.com,784,05.07.2024,Юлиана,Друг,7,7,18.07.2024,30.08.2024,43,56,Клиент,Северный,Елена,Да,vk.com/id123,Да,12,26.03.2014
Ученик_785,79008446160,student785@example.com,785,07.02.2025,Юлиана,Сайт,3,3,19.02.2025,14.04.2025,54,66,Клиент,Северный,Елена,Да,,Да,15,13.04.2010
Ученик_786,79922791690,student786@example.com,786,16.07.2025,Юлиана,Сайт,7,5,20.07.2025,27.08.2025,38,42,Бывший клиент,Основной,Елена,Да,,Нет,13,26.11.2012
Ученик_787,79883901883,student787@example.com,787,16.12.2025,Дмитрий,Сайт,3,3,30.12.2025,26.02.2026,58,72,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,14,18.05.2011
Ученик_788,79543672548,student788@example.com,788,02.06.2024,Дмитрий,Сайт,7,7,10.06.2024,09.08.2024,60,68,Клиент,Основной,Елена,Да,vk.com/id123,Да,13,06.09.2012
Ученик_789,79676625216,student789@example.com,789,07.12.2025,Ольга,Друг,11,8,21.12.2025,25.01.2026,35,49,Клиент,Северный,Елена,Да,vk.com/id123,Нет,17,02.06.2008
Ученик_790,79618270581,student790@example.com,790,14.05.2025,Дмитрий,Давно знаю,4,3,16.05.2025,05.08.2025,81,83,Бывший клиент,Основной,,Нет,,Нет,11,26.01.2015
Ученик_791,79484783589,student791@example.com,791,18.03.2025,Анна,Друг,7,7,31.03.2025,27.05.2025,57,70,Клиент,Северный,Елена,Нет,,Нет,11,29.11.2014
Ученик_792,79213313546,student792@example.com,792,18.10.2024,Анна,Сайт,9,7,30.10.2024,13.12.2024,44,56,Клиент,Основной,Елена,Нет,,Нет,10,27.01.2016
Ученик_793,79991184337,student793@example.com,793,24.10.2024,Дмитрий,Соцсети,5,5,30.10.2024,20.12.2024,51,57,Клиент,Южный,Елена,Да,vk.com/id123,Нет,17,03.01.2009
Ученик_794,79053454051,student794@example.com,794,16.01.2025,Юлиана,Реклама,11,8,29.01.2025,11.04.2025,72,85,Бывший клиент,Северный,Елена,Да,,Нет,15,21.05.2010
Ученик_795,79609072427,student795@example.com,795,24.12.2024,Анна,Сайт,5,5,05.01.2025,07.03.2025,61,73,Клиент,Основной,,Нет,vk.com/id123,Нет,16,03.06.2009
Ученик_796,79241037805,student796@example.com,796,21.06.2024,Дмитрий,Соцсети,5,3,22.06.2024,30.08.2024,69,70,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,10.07.2015
Ученик_797,79644333988,student797@example.com,797,18.09.2024,Дмитрий,Сайт,3,3,27.09.2024,24.12.2024,88,97,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,20.11.2015
Ученик_798,79281105036,student798@example.com,798,05.12.2024,Дмитрий,Реклама,7,7,16.12.2024,20.01.2025,35,46,Клиент,Основной,,Да,vk.com/id123,Да,13,12.11.2012
Ученик_799,79935705308,student799@example.com,799,25.04.2024,Дмитрий,Сайт,9,8,09.05.2024,14.06.2024,36,50,Клиент,Северный,,Нет,vk.com/id123,Нет,15,30.11.2010
Ученик_800,79102305498,student800@example.com,800,01.07.2025,Дмитрий,Реклама,10,4,02.07.2025,22.08.2025,51,52,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,14.09.2015
Ученик_801,79541747843,student801@example.com,801,13.11.2024,Дмитрий,Реклама,5,5,17.11.2024,11.01.2025,55,59,Клиент,Южный,Елена,Да,vk.com/id123,Да,12,17.10.2013
Ученик_802,79182392760,student802@example.com,802,13.07.2024,Анна,Сайт,7,6,16.07.2024,22.09.2024,68,71,Клиент,Южный,Елена,Да,vk.com/id123,Да,11,15.09.2014
Ученик_803,79279608825,student803@example.com,803,12.12.2024,Анна,Соцсети,5,5,14.12.2024,29.01.2025,46,48,Клиент,Основной,,Нет,vk.com/id123,Нет,12,14.10.2013
Ученик_804,79969366248,student804@example.com,804,20.02.2025,Ольга,Соцсети,8,5,05.03.2025,26.04.2025,52,65,Клиент,Северный,Елена,Нет,,Нет,14,31.01.2012
Ученик_805,79819990226,student805@example.com,805,06.11.2025,Ольга,Друг,3,2,11.11.2025,08.02.2026,89,94,Клиент,Основной,Елена,Да,,Да,16,22.11.2009
Ученик_806,79038506797,student806@example.com,806,03.04.2024,Юлиана,Соцсети,6,5,12.04.2024,09.07.2024,88,97,Клиент,Северный,,Да,vk.com/id123,Нет,15,05.05.2010
Ученик_807,79474078155,student807@example.com,807,06.10.2024,Дмитрий,Соцсети,10,4,14.10.2024,29.11.2024,46,54,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,12,09.04.2013
Ученик_808,79100478487,student808@example.com,808,18.06.2024,Дмитрий,Соцсети,10,5,19.06.2024,14.08.2024,56,57,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,15,23.06.2010
Ученик_809,79447126482,student809@example.com,809,17.10.2025,Ольга,Реклама,10,9,28.10.2025,22.12.2025,55,66,Клиент,Основной,Елена,Да,vk.com/id123,Нет,14,04.01.2012
Ученик_810,79633871129,student810@example.com,810,27.11.2025,Ольга,Давно знаю,11,10,08.12.2025,01.02.2026,55,66,Клиент,Основной,,Да,,Да,15,25.07.2010
Ученик_811,79674692904,student811@example.com,811,27.02.2025,Юлиана,Давно знаю,3,3,04.03.2025,26.04.2025,53,58,Бывший клиент,Северный,Елена,Нет,,Нет,17,18.01.2009
Ученик_812,79785490692,student812@example.com,812,11.07.2025,Юлиана,Сайт,9,2,13.07.2025,22.09.2025,71,73,Бывший клиент,Южный,Елена,Нет,,Нет,14,03.04.2012
Ученик_813,79857003791,student813@example.com,813,31.10.2025,Анна,Реклама,7,6,05.11.2025,07.01.2026,63,68,Клиент,Основной,Елена,Нет,,Нет,11,18.06.2014
Ученик_814,79257784072,student814@example.com,814,29.12.2025,Дмитрий,Друг,4,3,11.01.2026,03.04.2026,82,95,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,12,29.06.2013
Ученик_815,79129495399,student815@example.com,815,01.05.2025,Дмитрий,Реклама,10,4,09.05.2025,20.06.2025,42,50,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,15,21.12.2010
Ученик_816,79525728730,student816@example.com,816,20.04.2025,Анна,Сайт,9,9,28.04.2025,17.07.2025,80,88,Клиент,Северный,Елена,Да,,Нет,15,28.08.2010
Ученик_817,79659135517,student817@example.com,817,21.10.2025,Дмитрий,Сайт,8,7,01.11.2025,25.01.2026,85,96,Клиент,Основной,,Нет,,Нет,12,05.08.2013
Ученик_818,79695366600,student818@example.com,818,30.05.2024,Юлиана,Давно знаю,5,5,31.05.2024,21.08.2024,82,83,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,17,31.08.2008
Ученик_819,79974106856,student819@example.com,819,31.01.2025,Юлиана,Друг,5,5,03.02.2025,24.04.2025,80,83,Клиент,Северный,,Нет,vk.com/id123,Нет,10,26.07.2015
Ученик_820,79591625661,student820@example.com,820,01.02.2025,Анна,Сайт,8,7,12.02.2025,23.04.2025,70,81,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,15,31.01.2011
Ученик_821,79381669733,student821@example.com,821,17.02.2025,Дмитрий,Давно знаю,11,6,28.02.2025,19.04.2025,50,61,Бывший клиент,Северный,Елена,Нет,,Нет,13,17.07.2012
Ученик_822,79844151226,student822@example.com,822,26.09.2025,Юлиана,Давно знаю,9,8,08.10.2025,22.12.2025,75,87,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,12,22.07.2013
Ученик_823,79630510203,student823@example.com,823,28.12.2024,Дмитрий,Давно знаю,8,8,11.01.2025,01.04.2025,80,94,Клиент,Южный,Елена,Нет,,Нет,13,13.03.2013
Ученик_824,79083988650,student824@example.com,824,27.10.2025,Ольга,Соцсети,7,6,30.10.2025,09.12.2025,40,43,Клиент,Южный,Елена,Да,vk.com/id123,Нет,11,27.04.2014
Ученик_825,79014285707,student825@example.com,825,20.03.2025,Дмитрий,Давно знаю,9,6,24.03.2025,30.05.2025,67,71,Клиент,Основной,Елена,Да,,Нет,10,24.11.2015
Ученик_826,79863976413,student826@example.com,826,10.11.2025,Дмитрий,Соцсети,9,5,23.11.2025,04.01.2026,42,55,Бывший клиент,Северный,Елена,Нет,,Нет,17,14.08.2008
Ученик_827,79224658446,student827@example.com,827,28.11.2025,Анна,Давно знаю,7,7,08.12.2025,08.01.2026,31,41,Клиент,Северный,,Да,vk.com/id123,Нет,17,27.01.2009
Ученик_828,79826481789,student828@example.com,828,05.09.2025,Дмитрий,Реклама,9,8,13.09.2025,04.12.2025,82,90,Клиент,Северный,Елена,Да,vk.com/id123,Да,10,08.05.2015
Ученик_829,79506257674,student829@example.com,829,06.11.2025,Юлиана,Давно знаю,7,5,07.11.2025,22.12.2025,45,46,Клиент,Основной,,Да,,Да,12,01.09.2013
Ученик_830,79358468773,student830@example.com,830,26.08.2024,Анна,Реклама,10,7,06.09.2024,03.11.2024,58,69,Клиент,Основной,,Нет,vk.com/id123,Нет,14,11.06.2011
Ученик_831,79523445398,student831@example.com,831,18.10.2025,Дмитрий,Соцсети,4,2,26.10.2025,27.11.2025,32,40,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,14,06.04.2011
Ученик_832,79618908388,student832@example.com,832,14.08.2024,Дмитрий,Друг,8,6,15.08.2024,09.10.2024,55,56,Клиент,Северный,,Да,vk.com/id123,Да,11,07.06.2014
Ученик_833,79748950428,student833@example.com,833,09.05.2024,Дмитрий,Соцсети,9,9,17.05.2024,14.08.2024,89,97,Клиент,Северный,,Нет,,Нет,13,19.11.2012
Ученик_834,79989706060,student834@example.com,834,20.01.2026,Дмитрий,Реклама,5,4,23.01.2026,08.04.2026,75,78,Клиент,Южный,Елена,Да,vk.com/id123,Да,12,09.11.2013
Ученик_835,79894513638,student835@example.com,835,03.08.2025,Анна,Соцсети,5,5,08.08.2025,13.10.2025,66,71,Клиент,Южный,Елена,Нет,,Нет,16,05.05.2009
Ученик_836,79716246415,student836@example.com,836,02.01.2025,Анна,Соцсети,8,7,05.01.2025,02.03.2025,56,59,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,13,03.10.2012
Ученик_837,79326043743,student837@example.com,837,20.08.2024,Дмитрий,Реклама,4,2,30.08.2024,05.10.2024,36,46,Бывший клиент,Основной,,Нет,,Нет,12,24.12.2013
Ученик_838,79187598577,student838@example.com,838,07.11.2024,Ольга,Давно знаю,6,6,08.11.2024,20.12.2024,42,43,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,17,13.03.2009
Ученик_839,79522230767,student839@example.com,839,27.03.2025,Дмитрий,Сайт,4,3,01.04.2025,20.05.2025,49,54,Клиент,Северный,,Да,vk.com/id123,Нет,10,03.03.2016
Ученик_840,79857905637,student840@example.com,840,05.05.2025,Ольга,Давно знаю,11,8,17.05.2025,26.07.2025,70,82,Клиент,Северный,Елена,Да,vk.com/id123,Да,10,06.10.2015
Ученик_841,79676378019,student841@example.com,841,16.02.2026,Юлиана,Давно знаю,3,2,27.02.2026,23.05.2026,85,96,Клиент,Основной,Елена,Да,vk.com/id123,Нет,14,09.02.2012
Ученик_842,79165673777,student842@example.com,842,23.10.2025,Ольга,Реклама,4,3,24.10.2025,01.12.2025,38,39,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,02.10.2013
Ученик_843,79263406114,student843@example.com,843,13.12.2024,Анна,Давно знаю,9,8,14.12.2024,08.03.2025,84,85,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,10,25.01.2016
Ученик_844,79675856484,student844@example.com,844,19.02.2025,Юлиана,Реклама,6,5,22.02.2025,16.04.2025,53,56,Бывший клиент,Южный,,Нет,,Нет,11,21.07.2014
Ученик_845,79985716534,student845@example.com,845,08.07.2025,Анна,Соцсети,4,4,13.07.2025,25.09.2025,74,79,Клиент,Северный,,Нет,,Нет,10,08.07.2015
Ученик_846,79363250759,student846@example.com,846,20.02.2026,Юлиана,Сайт,5,2,21.02.2026,28.04.2026,66,67,Клиент,Северный,Елена,Да,vk.com/id123,Нет,13,15.07.2012
Ученик_847,79678183455,student847@example.com,847,14.12.2024,Юлиана,Соцсети,4,4,25.12.2024,12.02.2025,49,60,Клиент,Южный,Елена,Да,vk.com/id123,Нет,11,11.01.2015
Ученик_848,79976279198,student848@example.com,848,10.03.2025,Дмитрий,Сайт,7,6,21.03.2025,12.06.2025,83,94,Бывший клиент,Северный,Елена,Нет,,Нет,10,13.07.2015
Ученик_849,79953031508,student849@example.com,849,04.05.2025,Анна,Друг,5,3,07.05.2025,04.07.2025,58,61,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,17,14.11.2008
Ученик_850,79945939364,student850@example.com,850,01.08.2025,Ольга,Соцсети,8,6,08.08.2025,28.09.2025,51,58,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,24.05.2013
Ученик_851,79099664255,student851@example.com,851,03.10.2024,Дмитрий,Сайт,8,6,16.10.2024,17.12.2024,62,75,Клиент,Южный,Елена,Да,,Нет,10,04.07.2015
Ученик_852,79893599071,student852@example.com,852,09.07.2024,Анна,Сайт,11,10,21.07.2024,14.09.2024,55,67,Клиент,Северный,,Нет,vk.com/id123,Нет,13,13.07.2012
Ученик_853,79132943217,student853@example.com,853,29.12.2025,Юлиана,Давно знаю,9,9,10.01.2026,24.02.2026,45,57,Клиент,Основной,Елена,Нет,,Нет,12,21.07.2013
Ученик_854,79253507570,student854@example.com,854,14.09.2025,Ольга,Соцсети,3,2,19.09.2025,31.10.2025,42,47,Бывший клиент,Южный,Елена,Да,,Да,10,01.02.2016
Ученик_855,79767028521,student855@example.com,855,10.07.2025,Анна,Друг,5,4,17.07.2025,30.09.2025,75,82,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,11,20.06.2014
Ученик_856,79105213639,student856@example.com,856,18.08.2024,Ольга,Давно знаю,7,4,22.08.2024,17.11.2024,87,91,Клиент,Основной,Елена,Да,,Да,12,30.11.2013
Ученик_857,79479065046,student857@example.com,857,12.03.2025,Юлиана,Давно знаю,6,6,26.03.2025,01.06.2025,67,81,Клиент,Основной,,Да,,Нет,12,07.09.2013
Ученик_858,79472532253,student858@example.com,858,01.04.2025,Дмитрий,Соцсети,7,3,12.04.2025,15.05.2025,33,44,Клиент,Южный,Елена,Нет,,Нет,12,10.07.2013
Ученик_859,79138926282,student859@example.com,859,02.08.2024,Анна,Соцсети,3,1,07.08.2024,08.09.2024,32,37,Клиент,Южный,,Да,,Да,15,30.07.2010
Ученик_860,79989664999,student860@example.com,860,19.04.2024,Анна,Давно знаю,11,10,26.04.2024,31.05.2024,35,42,Клиент,Основной,Елена,Да,vk.com/id123,Да,10,09.07.2015
Ученик_861,79561328067,student861@example.com,861,16.03.2025,Юлиана,Давно знаю,9,6,24.03.2025,04.05.2025,41,49,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,08.09.2015
Ученик_862,79841590785,student862@example.com,862,27.01.2026,Ольга,Сайт,9,7,07.02.2026,11.03.2026,32,43,Клиент,Южный,,Да,vk.com/id123,Нет,13,31.10.2012
Ученик_863,79131348586,student863@example.com,863,19.11.2024,Анна,Сайт,7,6,24.11.2024,28.01.2025,65,70,Клиент,Южный,,Нет,vk.com/id123,Нет,16,01.11.2009
Ученик_864,79838967476,student864@example.com,864,23.07.2025,Дмитрий,Соцсети,7,5,06.08.2025,21.10.2025,76,90,Клиент,Северный,Елена,Нет,,Нет,13,14.03.2013
Ученик_865,79716422822,student865@example.com,865,18.01.2025,Анна,Реклама,3,2,21.01.2025,11.04.2025,80,83,Клиент,Северный,Елена,Нет,,Нет,12,30.05.2013
Ученик_866,79580888371,student866@example.com,866,08.12.2025,Дмитрий,Давно знаю,3,2,22.12.2025,01.02.2026,41,55,Клиент,Основной,Елена,Нет,,Нет,11,21.10.2014
Ученик_867,79691397593,student867@example.com,867,26.06.2024,Юлиана,Сайт,4,4,06.07.2024,17.08.2024,42,52,Клиент,Южный,Елена,Да,,Нет,14,23.08.2011
Ученик_868,79129153072,student868@example.com,868,20.06.2024,Юлиана,Друг,10,8,25.06.2024,20.09.2024,87,92,Клиент,Южный,Елена,Да,,Нет,16,25.05.2009
Ученик_869,79866424854,student869@example.com,869,06.08.2024,Ольга,Давно знаю,11,9,18.08.2024,23.10.2024,66,78,Бывший клиент,Южный,Елена,Да,,Нет,10,03.01.2016
Ученик_870,79193818994,student870@example.com,870,28.07.2024,Юлиана,Друг,6,5,03.08.2024,05.09.2024,33,39,Бывший клиент,Северный,Елена,Да,,Да,15,13.09.2010
Ученик_871,79306394085,student871@example.com,871,31.05.2024,Дмитрий,Сайт,7,4,03.06.2024,29.08.2024,87,90,Клиент,Основной,,Да,vk.com/id123,Нет,14,10.07.2011
Ученик_872,79194838874,student872@example.com,872,21.05.2024,Ольга,Реклама,5,5,28.05.2024,06.08.2024,70,77,Клиент,Основной,Елена,Да,vk.com/id123,Да,13,19.02.2013
Ученик_873,79276954836,student873@example.com,873,10.06.2024,Юлиана,Соцсети,9,4,13.06.2024,19.07.2024,36,39,Клиент,Северный,Елена,Нет,,Нет,10,04.11.2015
Ученик_874,79123567680,student874@example.com,874,21.03.2025,Анна,Давно знаю,4,2,23.03.2025,11.05.2025,49,51,Клиент,Северный,,Да,,Да,13,03.02.2013
Ученик_875,79981115588,student875@example.com,875,06.09.2024,Дмитрий,Друг,7,7,19.09.2024,27.10.2024,38,51,Клиент,Основной,,Да,,Нет,14,12.08.2011
Ученик_876,79478869802,student876@example.com,876,20.08.2025,Анна,Давно знаю,11,10,29.08.2025,07.10.2025,39,48,Клиент,Основной,Елена,Да,,Да,13,09.06.2012
Ученик_877,79978707870,student877@example.com,877,28.07.2024,Анна,Реклама,11,9,08.08.2024,18.10.2024,71,82,Клиент,Южный,Елена,Да,vk.com/id123,Да,10,23.07.2015
Ученик_878,79989786718,student878@example.com,878,01.07.2025,Ольга,Соцсети,5,4,04.07.2025,31.08.2025,58,61,Клиент,Северный,Елена,Да,vk.com/id123,Нет,14,05.04.2012
Ученик_879,79173319432,student879@example.com,879,03.10.2024,Ольга,Соцсети,9,9,13.10.2024,03.12.2024,51,61,Клиент,Южный,Елена,Да,,Нет,15,29.11.2010
Ученик_880,79943045210,student880@example.com,880,18.12.2025,Юлиана,Сайт,11,9,30.12.2025,29.01.2026,30,42,Клиент,Северный,Елена,Да,vk.com/id123,Да,10,29.02.2016
Ученик_881,79264063487,student881@example.com,881,03.07.2025,Ольга,Сайт,6,3,13.07.2025,19.09.2025,68,78,Клиент,Южный,Елена,Нет,,Нет,15,22.07.2010
Ученик_882,79981419612,student882@example.com,882,28.11.2024,Дмитрий,Реклама,5,4,05.12.2024,28.01.2025,54,61,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,13.10.2015
Ученик_883,79596775664,student883@example.com,883,12.04.2024,Дмитрий,Друг,9,9,25.04.2024,19.06.2024,55,68,Клиент,Южный,,Да,vk.com/id123,Да,16,05.04.2010
Ученик_884,79721818558,student884@example.com,884,11.04.2024,Юлиана,Друг,8,7,24.04.2024,20.07.2024,87,100,Клиент,Основной,Елена,Да,vk.com/id123,Да,14,17.09.2011
Ученик_885,79397800553,student885@example.com,885,24.07.2024,Ольга,Друг,6,2,29.07.2024,24.10.2024,87,92,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,10,25.09.2015
Ученик_886,79096600815,student886@example.com,886,17.02.2026,Ольга,Давно знаю,11,11,19.02.2026,07.05.2026,77,79,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,13.12.2013
Ученик_887,79971207628,student887@example.com,887,05.05.2024,Дмитрий,Реклама,10,9,07.05.2024,22.07.2024,76,78,Клиент,Южный,Елена,Да,,Да,13,13.12.2012
Ученик_888,79934065444,student888@example.com,888,02.02.2026,Анна,Давно знаю,10,10,11.02.2026,26.04.2026,74,83,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,19.12.2013
Ученик_889,79800982881,student889@example.com,889,29.01.2026,Анна,Реклама,7,7,10.02.2026,30.04.2026,79,91,Клиент,Основной,Елена,Да,vk.com/id123,Нет,10,27.07.2015
Ученик_890,79002099126,student890@example.com,890,14.08.2025,Ольга,Реклама,10,6,27.08.2025,18.10.2025,52,65,Клиент,Северный,,Да,,Да,11,18.06.2014
Ученик_891,79130693381,student891@example.com,891,27.10.2024,Ольга,Давно знаю,4,4,29.10.2024,05.01.2025,68,70,Клиент,Южный,Елена,Нет,,Нет,17,09.05.2008
Ученик_892,79986115359,student892@example.com,892,15.03.2025,Юлиана,Сайт,3,2,18.03.2025,20.05.2025,63,66,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,14,27.07.2011
Ученик_893,79740397560,student893@example.com,893,08.10.2025,Дмитрий,Давно знаю,9,6,14.10.2025,30.12.2025,77,83,Бывший клиент,Северный,,Да,vk.com/id123,Нет,10,26.10.2015
Ученик_894,79515360022,student894@example.com,894,16.05.2024,Анна,Реклама,8,6,26.05.2024,10.08.2024,76,86,Клиент,Северный,Елена,Да,vk.com/id123,Нет,11,29.11.2014
Ученик_895,79365933326,student895@example.com,895,18.02.2026,Ольга,Сайт,3,3,01.03.2026,28.05.2026,88,99,Клиент,Основной,,Нет,vk.com/id123,Нет,10,06.06.2015
Ученик_896,79671463117,student896@example.com,896,06.05.2025,Юлиана,Реклама,8,4,17.05.2025,19.07.2025,63,74,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,17,14.07.2008
Ученик_897,79986893059,student897@example.com,897,08.03.2025,Юлиана,Давно знаю,10,8,21.03.2025,12.05.2025,52,65,Клиент,Северный,Елена,Да,vk.com/id123,Нет,11,21.02.2015
Ученик_898,79912604654,student898@example.com,898,27.07.2025,Юлиана,Соцсети,6,2,30.07.2025,10.10.2025,72,75,Бывший клиент,Северный,,Да,vk.com/id123,Да,14,29.05.2011
Ученик_899,79498440715,student899@example.com,899,26.08.2024,Анна,Соцсети,6,5,06.09.2024,20.11.2024,75,86,Клиент,Северный,Елена,Да,,Да,15,25.05.2010
Ученик_900,79631159790,student900@example.com,900,21.06.2024,Ольга,Давно знаю,11,11,05.07.2024,20.09.2024,77,91,Клиент,Основной,Елена,Да,,Да,10,23.05.2015
Ученик_901,79381598412,student901@example.com,901,21.11.2024,Юлиана,Друг,3,0,04.12.2024,22.01.2025,49,62,Клиент,Северный,Елена,Да,vk.com/id123,Да,17,31.03.2009
Ученик_902,79334649743,student902@example.com,902,20.12.2024,Анна,Соцсети,7,7,27.12.2024,02.03.2025,65,72,Клиент,Южный,,Да,vk.com/id123,Нет,15,24.05.2010
