client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,diligence,base_attendance,risk,risk_score,avg_score,score_trend,academic_risk
755,Ученик_755,12,08.12.2013,79728112320,student755@example.com,Юлиана,Реклама,29.12.2025,8,8,01.01.2026,18.03.2026,76,79,Клиент,Основной,,Да,vk.com/id123,Да,0.842,0.81,0,0.0,4.32,-0.00799,0
756,Ученик_756,10,22.09.2015,79851188873,student756@example.com,Ольга,Друг,29.01.2025,8,6,09.02.2025,20.04.2025,70,81,Бывший клиент,Северный,,Да,vk.com/id123,Да,0.119,0.701,1,0.815,2.45,0.0194,1
757,Ученик_757,10,02.05.2015,79820301073,student757@example.com,Дмитрий,Соцсети,27.11.2024,7,7,05.12.2024,10.02.2025,67,75,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.3,0.94,0,0.312,1.69,-0.01293,1
758,Ученик_758,15,05.02.2011,79493552134,student758@example.com,Дмитрий,Соцсети,13.11.2025,8,7,23.11.2025,13.01.2026,51,61,Клиент,Основной,Елена,Нет,,Нет,0.7,0.87,0,0.124,4.53,0.00791,0
759,Ученик_759,13,24.06.2012,79523400737,student759@example.com,Анна,Сайт,02.02.2025,6,5,12.02.2025,11.05.2025,88,98,Бывший клиент,Основной,Елена,Да,,Да,0.4,0.654,1,0.855,1.0,-0.0,1
760,Ученик_760,10,28.07.2015,79282813918,student760@example.com,Дмитрий,Друг,03.03.2026,9,1,15.03.2026,10.06.2026,87,99,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,0.082,0.381,1,1.0,2.15,0.00296,1
761,Ученик_761,15,25.09.2010,79065953495,student761@example.com,Ольга,Друг,24.06.2025,11,10,28.06.2025,17.09.2025,81,85,Клиент,Основной,Елена,Нет,,Нет,0.492,0.693,0,0.344,3.78,0.00048,0
762,Ученик_762,17,31.01.2009,79104528821,student762@example.com,Ольга,Сайт,28.09.2024,11,10,01.10.2024,07.12.2024,67,70,Клиент,Северный,Елена,Да,,Да,0.7,0.716,0,0.283,3.74,0.00015,0
763,Ученик_763,10,05.10.2015,79695873638,student763@example.com,Ольга,Соцсети,27.04.2025,7,7,29.04.2025,31.05.2025,32,34,Клиент,Северный,,Да,vk.com/id123,Нет,0.7,0.825,0,0.204,4.65,-0.04375,0
764,Ученик_764,13,18.04.2012,79040133915,student764@example.com,Ольга,Давно знаю,02.05.2025,6,6,14.05.2025,01.07.2025,48,60,Клиент,Северный,,Да,vk.com/id123,Да,0.36,0.948,0,0.17,3.7,0.00291,0
765,Ученик_765,17,02.09.2008,79339854673,student765@example.com,Дмитрий,Друг,25.10.2025,6,5,05.11.2025,01.01.2026,57,68,Клиент,Северный,,Нет,vk.com/id123,Нет,0.944,0.835,0,0.0,4.58,0.00173,0
766,Ученик_766,11,22.10.2014,79533361273,student766@example.com,Юлиана,Друг,02.08.2025,5,4,14.08.2025,19.10.2025,66,78,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.7,0.742,0,0.217,4.0,0.04456,0
767,Ученик_767,14,30.04.2011,79216636672,student767@example.com,Анна,Сайт,05.09.2024,3,3,17.09.2024,13.11.2024,57,69,Бывший клиент,Северный,Елена,Нет,,Нет,0.207,0.746,1,0.815,2.48,-0.00832,1
768,Ученик_768,10,26.02.2016,79863935915,student768@example.com,Анна,Друг,12.08.2025,8,4,24.08.2025,04.10.2025,41,53,Бывший клиент,Основной,,Да,,Да,0.074,0.587,1,1.0,2.55,-0.00029,0
769,Ученик_769,13,17.02.2013,79608197748,student769@example.com,Юлиана,Друг,23.12.2025,5,5,06.01.2026,04.03.2026,57,71,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.7,0.95,0,0.195,3.15,0.00849,0
770,Ученик_770,11,19.12.2014,79464834095,student770@example.com,Юлиана,Сайт,23.09.2024,4,4,25.09.2024,14.12.2024,80,82,Бывший клиент,Южный,Елена,Нет,,Нет,0.201,0.53,1,0.929,2.64,-0.00336,0
771,Ученик_771,13,24.12.2012,79945855494,student771@example.com,Дмитрий,Соцсети,13.09.2025,5,4,18.09.2025,10.12.2025,83,88,Клиент,Основной,,Нет,vk.com/id123,Нет,0.881,0.829,0,0.0,4.6,-0.00019,0
772,Ученик_772,16,16.07.2009,79684968212,student772@example.com,Дмитрий,Реклама,04.05.2025,9,9,11.05.2025,26.07.2025,76,83,Бывший клиент,Южный,,Нет,,Нет,0.428,0.777,1,0.693,2.84,-0.0066,0
773,Ученик_773,11,26.08.2014,79158638580,student773@example.com,Юлиана,Друг,26.04.2024,7,6,09.05.2024,28.06.2024,50,63,Клиент,Основной,Елена,Нет,,Нет,0.946,0.839,0,0.0,4.82,-0.00661,0
774,Ученик_774,16,21.04.2009,79286619011,student774@example.com,Дмитрий,Сайт,11.10.2025,8,5,21.10.2025,24.11.2025,34,44,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,0.314,0.672,1,0.472,1.05,-0.0009,1
775,Ученик_775,15,26.11.2010,79029747132,student775@example.com,Анна,Друг,09.09.2024,4,2,12.09.2024,27.11.2024,76,79,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,0.201,0.598,1,0.896,3.02,-0.00909,0
776,Ученик_776,14,30.10.2011,79694627259,student776@example.com,Дмитрий,Соцсети,05.09.2025,8,8,09.09.2025,25.11.2025,77,81,Клиент,Основной,Елена,Нет,,Нет,0.989,0.812,0,0.0,4.62,0.00491,0
777,Ученик_777,16,18.11.2009,79691805218,student777@example.com,Юлиана,Реклама,27.06.2024,9,6,29.06.2024,20.09.2024,83,85,Клиент,Основной,,Нет,vk.com/id123,Нет,0.589,0.817,0,0.296,1.37,-0.00882,1
778,Ученик_778,11,31.07.2014,79931118610,student778@example.com,Юлиана,Давно знаю,19.05.2025,6,6,20.05.2025,01.08.2025,73,74,Клиент,Основной,Елена,Да,,Да,0.634,0.798,0,0.299,2.77,0.00951,0
779,Ученик_779,10,09.09.2015,79613077996,student779@example.com,Юлиана,Сайт,24.12.2025,3,2,01.01.2026,11.03.2026,69,77,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.583,0.865,0,0.182,4.25,0.00448,0
780,Ученик_780,11,03.02.2015,79830207388,student780@example.com,Ольга,Друг,07.04.2024,6,4,18.04.2024,24.06.2024,67,78,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.455,0.66,0,0.408,2.8,-0.01025,1
781,Ученик_781,13,10.06.2012,79188070455,student781@example.com,Анна,Соцсети,16.09.2025,7,7,20.09.2025,01.11.2025,42,46,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.617,0.874,0,0.182,3.92,-0.00999,0
782,Ученик_782,11,23.08.2014,79751208813,student782@example.com,Ольга,Соцсети,12.06.2025,9,7,20.06.2025,01.09.2025,73,81,Клиент,Основной,Елена,Да,,Да,0.569,0.858,0,0.227,3.67,-0.00101,0
783,Ученик_783,10,01.09.2015,79768446134,student783@example.com,Анна,Соцсети,17.01.2026,3,2,23.01.2026,22.04.2026,89,95,Клиент,Северный,Елена,Да,,Да,0.526,0.812,0,0.352,3.73,-0.00264,0
784,Ученик_784,12,26.03.2014,79593487068,student784@example.com,Юлиана,Друг,05.07.2024,7,7,18.07.2024,30.08.2024,43,56,Клиент,Северный,Елена,Да,vk.com/id123,Да,0.3,0.804,0,0.314,2.97,-0.03717,1
785,Ученик_785,15,13.04.2010,79008446160,student785@example.com,Юлиана,Сайт,07.02.2025,3,3,19.02.2025,14.04.2025,54,66,Клиент,Северный,Елена,Да,,Да,0.3,0.861,0,0.276,2.96,-0.00061,0
786,Ученик_786,13,26.11.2012,79922791690,student786@example.com,Юлиана,Сайт,16.07.2025,7,5,20.07.2025,27.08.2025,38,42,Бывший клиент,Основной,Елена,Да,,Нет,0.126,0.649,1,0.875,2.65,-0.00599,0
787,Ученик_787,14,18.05.2011,79883901883,student787@example.com,Дмитрий,Сайт,16.12.2025,3,3,30.12.2025,26.02.2026,58,72,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.7,0.842,0,0.091,4.85,0.00353,0
788,Ученик_788,13,06.09.2012,79543672548,student788@example.com,Дмитрий,Сайт,02.06.2024,7,7,10.06.2024,09.08.2024,60,68,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.335,0.851,0,0.379,3.62,0.01377,0
789,Ученик_789,17,02.06.2008,79676625216,student789@example.com,Ольга,Друг,07.12.2025,11,8,21.12.2025,25.01.2026,35,49,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.594,0.829,0,0.242,3.67,0.00167,0
790,Ученик_790,11,26.01.2015,79618270581,student790@example.com,Дмитрий,Давно знаю,14.05.2025,4,3,16.05.2025,05.08.2025,81,83,Бывший клиент,Основной,,Нет,,Нет,0.5,0.615,1,0.835,2.55,-0.00517,0
791,Ученик_791,11,29.11.2014,79484783589,student791@example.com,Анна,Друг,18.03.2025,7,7,31.03.2025,27.05.2025,57,70,Клиент,Северный,Елена,Нет,,Нет,0.324,0.874,0,0.206,1.36,-0.00865,1
792,Ученик_792,10,27.01.2016,79213313546,student792@example.com,Анна,Сайт,18.10.2024,9,7,30.10.2024,13.12.2024,44,56,Клиент,Основной,Елена,Нет,,Нет,0.487,0.775,0,0.327,3.68,-0.00668,0
793,Ученик_793,17,03.01.2009,79991184337,student793@example.com,Дмитрий,Соцсети,24.10.2024,5,5,30.10.2024,20.12.2024,51,57,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.3,0.889,0,0.21,2.63,-0.00621,0
794,Ученик_794,15,21.05.2010,79053454051,student794@example.com,Юлиана,Реклама,16.01.2025,11,8,29.01.2025,11.04.2025,72,85,Бывший клиент,Северный,Елена,Да,,Нет,0.363,0.674,1,0.486,3.04,0.00179,0
795,Ученик_795,16,03.06.2009,79609072427,student795@example.com,Анна,Сайт,24.12.2024,5,5,05.01.2025,07.03.2025,61,73,Клиент,Основной,,Нет,vk.com/id123,Нет,0.873,0.894,0,0.0,4.52,-0.00311,0
796,Ученик_796,10,10.07.2015,79241037805,student796@example.com,Дмитрий,Соцсети,21.06.2024,5,3,22.06.2024,30.08.2024,69,70,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.5,0.714,1,0.739,2.47,-0.01762,1
797,Ученик_797,10,20.11.2015,79644333988,student797@example.com,Дмитрий,Сайт,18.09.2024,3,3,27.09.2024,24.12.2024,88,97,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.05,0.674,1,0.862,1.0,-0.0,1
798,Ученик_798,13,12.11.2012,79281105036,student798@example.com,Дмитрий,Реклама,05.12.2024,7,7,16.12.2024,20.01.2025,35,46,Клиент,Основной,,Да,vk.com/id123,Да,0.65,0.865,0,0.137,4.0,-0.02692,0
799,Ученик_799,15,30.11.2010,79935705308,student799@example.com,Дмитрий,Сайт,25.04.2024,9,8,09.05.2024,14.06.2024,36,50,Клиент,Северный,,Нет,vk.com/id123,Нет,0.7,0.81,0,0.123,3.91,-0.00587,0
800,Ученик_800,10,14.09.2015,79102305498,student800@example.com,Дмитрий,Реклама,01.07.2025,10,4,02.07.2025,22.08.2025,51,52,Бывший клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.05,0.463,1,1.0,2.4,-0.00366,1
801,Ученик_801,12,17.10.2013,79541747843,student801@example.com,Дмитрий,Реклама,13.11.2024,5,5,17.11.2024,11.01.2025,55,59,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.3,0.787,0,0.426,1.12,-0.00254,1
802,Ученик_802,11,15.09.2014,79182392760,student802@example.com,Анна,Сайт,13.07.2024,7,6,16.07.2024,22.09.2024,68,71,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.528,0.807,0,0.242,3.7,0.0029,0
803,Ученик_803,12,14.10.2013,79279608825,student803@example.com,Анна,Соцсети,12.12.2024,5,5,14.12.2024,29.01.2025,46,48,Клиент,Основной,,Нет,vk.com/id123,Нет,0.497,0.842,0,0.238,3.74,0.00035,0
804,Ученик_804,14,31.01.2012,79969366248,student804@example.com,Ольга,Соцсети,20.02.2025,8,5,05.03.2025,26.04.2025,52,65,Клиент,Северный,Елена,Нет,,Нет,0.523,0.768,0,0.352,3.19,-0.00431,0
805,Ученик_805,16,22.11.2009,79819990226,student805@example.com,Ольга,Друг,06.11.2025,3,2,11.11.2025,08.02.2026,89,94,Клиент,Основной,Елена,Да,,Да,0.521,0.873,0,0.26,4.05,0.00381,0
806,Ученик_806,15,05.05.2010,79038506797,student806@example.com,Юлиана,Соцсети,03.04.2024,6,5,12.04.2024,09.07.2024,88,97,Клиент,Северный,,Да,vk.com/id123,Нет,0.3,0.765,0,0.376,2.86,0.01142,0
807,Ученик_807,12,09.04.2013,79474078155,student807@example.com,Дмитрий,Соцсети,06.10.2024,10,4,14.10.2024,29.11.2024,46,54,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,0.216,0.664,1,0.859,1.68,-0.01954,1
808,Ученик_808,15,23.06.2010,79100478487,student808@example.com,Дмитрий,Соцсети,18.06.2024,10,5,19.06.2024,14.08.2024,56,57,Бывший клиент,Основной,Елена,Да,vk.com/id123,Да,0.42,0.312,1,1.0,2.75,-0.01097,1
809,Ученик_809,14,04.01.2012,79447126482,student809@example.com,Ольга,Реклама,17.10.2025,10,9,28.10.2025,22.12.2025,55,66,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.3,0.79,0,0.352,3.1,-0.00384,0
810,Ученик_810,15,25.07.2010,79633871129,student810@example.com,Ольга,Давно знаю,27.11.2025,11,10,08.12.2025,01.02.2026,55,66,Клиент,Основной,,Да,,Да,0.784,0.854,0,0.0,1.42,-0.00659,1
811,Ученик_811,17,18.01.2009,79674692904,student811@example.com,Юлиана,Давно знаю,27.02.2025,3,3,04.03.2025,26.04.2025,53,58,Бывший клиент,Северный,Елена,Нет,,Нет,0.259,0.792,1,0.81,2.47,0.00658,1
812,Ученик_812,14,03.04.2012,79785490692,student812@example.com,Юлиана,Сайт,11.07.2025,9,2,13.07.2025,22.09.2025,71,73,Бывший клиент,Южный,Елена,Нет,,Нет,0.242,0.327,1,1.0,1.93,0.00254,1
813,Ученик_813,11,18.06.2014,79857003791,student813@example.com,Анна,Реклама,31.10.2025,7,6,05.11.2025,07.01.2026,63,68,Клиент,Основной,Елена,Нет,,Нет,0.845,0.916,0,0.0,4.6,0.00504,0
814,Ученик_814,12,29.06.2013,79257784072,student814@example.com,Дмитрий,Друг,29.12.2025,4,3,11.01.2026,03.04.2026,82,95,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,0.311,0.728,1,0.811,3.27,-0.00797,0
815,Ученик_815,15,21.12.2010,79129495399,student815@example.com,Дмитрий,Реклама,01.05.2025,10,4,09.05.2025,20.06.2025,42,50,Бывший клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.135,0.643,1,1.0,1.26,-0.00867,1
816,Ученик_816,15,28.08.2010,79525728730,student816@example.com,Анна,Сайт,20.04.2025,9,9,28.04.2025,17.07.2025,80,88,Клиент,Северный,Елена,Да,,Нет,0.513,0.903,0,0.177,3.82,-0.02728,0
817,Ученик_817,12,05.08.2013,79659135517,student817@example.com,Дмитрий,Сайт,21.10.2025,8,7,01.11.2025,25.01.2026,85,96,Клиент,Основной,,Нет,,Нет,0.3,0.909,0,0.335,3.0,0.0078,0
818,Ученик_818,17,31.08.2008,79695366600,student818@example.com,Юлиана,Давно знаю,30.05.2024,5,5,31.05.2024,21.08.2024,82,83,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.344,0.779,0,0.376,3.27,-0.00542,0
819,Ученик_819,10,26.07.2015,79974106856,student819@example.com,Юлиана,Друг,31.01.2025,5,5,03.02.2025,24.04.2025,80,83,Клиент,Северный,,Нет,vk.com/id123,Нет,0.867,0.87,0,0.0,4.25,0.01233,0
820,Ученик_820,15,31.01.2011,79591625661,student820@example.com,Анна,Сайт,01.02.2025,8,7,12.02.2025,23.04.2025,70,81,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.366,0.95,0,0.214,3.17,0.00981,0
821,Ученик_821,13,17.07.2012,79381669733,student821@example.com,Дмитрий,Давно знаю,17.02.2025,11,6,28.02.2025,19.04.2025,50,61,Бывший клиент,Северный,Елена,Нет,,Нет,0.05,0.606,1,0.909,2.1,-0.00312,1
822,Ученик_822,12,22.07.2013,79844151226,student822@example.com,Юлиана,Давно знаю,26.09.2025,9,8,08.10.2025,22.12.2025,75,87,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.853,0.847,0,0.0,4.65,-0.00716,0
823,Ученик_823,13,13.03.2013,79630510203,student823@example.com,Дмитрий,Давно знаю,28.12.2024,8,8,11.01.2025,01.04.2025,80,94,Клиент,Южный,Елена,Нет,,Нет,0.7,0.865,0,0.149,3.77,-0.00588,0
824,Ученик_824,11,27.04.2014,79083988650,student824@example.com,Ольга,Соцсети,27.10.2025,7,6,30.10.2025,09.12.2025,40,43,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.493,0.75,0,0.355,3.4,-0.00633,0
825,Ученик_825,10,24.11.2015,79014285707,student825@example.com,Дмитрий,Давно знаю,20.03.2025,9,6,24.03.2025,30.05.2025,67,71,Клиент,Основной,Елена,Да,,Нет,0.395,0.744,0,0.404,3.39,-0.0028,0
826,Ученик_826,17,14.08.2008,79863976413,student826@example.com,Дмитрий,Соцсети,10.11.2025,9,5,23.11.2025,04.01.2026,42,55,Бывший клиент,Северный,Елена,Нет,,Нет,0.337,0.771,1,0.73,3.48,0.00174,0
827,Ученик_827,17,27.01.2009,79224658446,student827@example.com,Анна,Давно знаю,28.11.2025,7,7,08.12.2025,08.01.2026,31,41,Клиент,Северный,,Да,vk.com/id123,Нет,0.7,0.788,0,0.24,2.95,-0.0907,1
828,Ученик_828,10,08.05.2015,79826481789,student828@example.com,Дмитрий,Реклама,05.09.2025,9,8,13.09.2025,04.12.2025,82,90,Клиент,Северный,Елена,Да,vk.com/id123,Да,0.3,0.913,0,0.346,3.3,0.00496,0
829,Ученик_829,12,01.09.2013,79506257674,student829@example.com,Юлиана,Давно знаю,06.11.2025,7,5,07.11.2025,22.12.2025,45,46,Клиент,Основной,,Да,,Да,0.7,0.768,0,0.266,2.55,-0.02607,1
830,Ученик_830,14,11.06.2011,79358468773,student830@example.com,Анна,Реклама,26.08.2024,10,7,06.09.2024,03.11.2024,58,69,Клиент,Основной,,Нет,vk.com/id123,Нет,0.3,0.893,0,0.268,3.1,0.0125,0
831,Ученик_831,14,06.04.2011,79523445398,student831@example.com,Дмитрий,Соцсети,18.10.2025,4,2,26.10.2025,27.11.2025,32,40,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.3,0.736,0,0.413,1.45,-0.009,1
832,Ученик_832,11,07.06.2014,79618908388,student832@example.com,Дмитрий,Друг,14.08.2024,8,6,15.08.2024,09.10.2024,55,56,Клиент,Северный,,Да,vk.com/id123,Да,0.53,0.798,0,0.266,3.05,0.02083,0
833,Ученик_833,13,19.11.2012,79748950428,student833@example.com,Дмитрий,Соцсети,09.05.2024,9,9,17.05.2024,14.08.2024,89,97,Клиент,Северный,,Нет,,Нет,0.823,0.927,0,0.0,4.3,-0.00129,0
834,Ученик_834,12,09.11.2013,79989706060,student834@example.com,Дмитрий,Реклама,20.01.2026,5,4,23.01.2026,08.04.2026,75,78,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.319,0.759,0,0.45,2.5,-0.01313,1
835,Ученик_835,16,05.05.2009,79894513638,student835@example.com,Анна,Соцсети,03.08.2025,5,5,08.08.2025,13.10.2025,66,71,Клиент,Южный,Елена,Нет,,Нет,0.374,0.734,0,0.349,3.22,0.03557,0
836,Ученик_836,13,03.10.2012,79716246415,student836@example.com,Анна,Соцсети,02.01.2025,8,7,05.01.2025,02.03.2025,56,59,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.385,0.765,0,0.294,2.7,-0.0043,0
837,Ученик_837,12,24.12.2013,79326043743,student837@example.com,Дмитрий,Реклама,20.08.2024,4,2,30.08.2024,05.10.2024,36,46,Бывший клиент,Основной,,Нет,,Нет,0.449,0.636,1,0.826,2.2,-0.01876,1
838,Ученик_838,17,13.03.2009,79187598577,student838@example.com,Ольга,Давно знаю,07.11.2024,6,6,08.11.2024,20.12.2024,42,43,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.349,0.944,0,0.274,1.8,-0.01251,1
839,Ученик_839,10,03.03.2016,79522230767,student839@example.com,Дмитрий,Сайт,27.03.2025,4,3,01.04.2025,20.05.2025,49,54,Клиент,Северный,,Да,vk.com/id123,Нет,0.333,0.849,0,0.253,1.27,-0.00134,1
840,Ученик_840,10,06.10.2015,79857905637,student840@example.com,Ольга,Давно знаю,05.05.2025,11,8,17.05.2025,26.07.2025,70,82,Клиент,Северный,Елена,Да,vk.com/id123,Да,0.3,0.787,0,0.305,2.67,0.00258,0
841,Ученик_841,14,09.02.2012,79676378019,student841@example.com,Юлиана,Давно знаю,16.02.2026,3,2,27.02.2026,23.05.2026,85,96,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.763,0.83,0,0.0,4.12,0.01261,0
842,Ученик_842,12,02.10.2013,79165673777,student842@example.com,Ольга,Реклама,23.10.2025,4,3,24.10.2025,01.12.2025,38,39,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.543,0.879,0,0.308,2.97,0.00467,0
843,Ученик_843,10,25.01.2016,79263406114,student843@example.com,Анна,Давно знаю,13.12.2024,9,8,14.12.2024,08.03.2025,84,85,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.504,0.9,0,0.261,3.93,-0.00377,0
844,Ученик_844,11,21.07.2014,79675856484,student844@example.com,Юлиана,Реклама,19.02.2025,6,5,22.02.2025,16.04.2025,53,56,Бывший клиент,Южный,,Нет,,Нет,0.5,0.626,1,0.79,3.35,1.1,0
845,Ученик_845,10,08.07.2015,79985716534,student845@example.com,Анна,Соцсети,08.07.2025,4,4,13.07.2025,25.09.2025,74,79,Клиент,Северный,,Нет,,Нет,0.99,0.858,0,0.0,2.54,-0.04556,1
846,Ученик_846,13,15.07.2012,79363250759,student846@example.com,Юлиана,Сайт,20.02.2026,5,2,21.02.2026,28.04.2026,66,67,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.303,0.941,0,0.218,2.26,0.00521,1
847,Ученик_847,11,11.01.2015,79678183455,student847@example.com,Юлиана,Соцсети,14.12.2024,4,4,25.12.2024,12.02.2025,49,60,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.97,0.905,0,0.0,5.0,-0.0,0
848,Ученик_848,10,13.07.2015,79976279198,student848@example.com,Дмитрий,Сайт,10.03.2025,7,6,21.03.2025,12.06.2025,83,94,Бывший клиент,Северный,Елена,Нет,,Нет,0.248,0.768,1,0.784,2.32,-0.01635,1
849,Ученик_849,17,14.11.2008,79953031508,student849@example.com,Анна,Друг,04.05.2025,5,3,07.05.2025,04.07.2025,58,61,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.369,0.861,0,0.242,1.34,-0.01489,1
850,Ученик_850,12,24.05.2013,79945939364,student850@example.com,Ольга,Соцсети,01.08.2025,8,6,08.08.2025,28.09.2025,51,58,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.631,0.768,0,0.336,4.01,0.00608,0
851,Ученик_851,10,04.07.2015,79099664255,student851@example.com,Дмитрий,Сайт,03.10.2024,8,6,16.10.2024,17.12.2024,62,75,Клиент,Южный,Елена,Да,,Нет,0.778,0.774,0,0.0,1.32,-0.01041,1
852,Ученик_852,13,13.07.2012,79893599071,student852@example.com,Анна,Сайт,09.07.2024,11,10,21.07.2024,14.09.2024,55,67,Клиент,Северный,,Нет,vk.com/id123,Нет,0.3,0.842,0,0.417,2.48,0.01581,1
853,Ученик_853,12,21.07.2013,79132943217,student853@example.com,Юлиана,Давно знаю,29.12.2025,9,9,10.01.2026,24.02.2026,45,57,Клиент,Основной,Елена,Нет,,Нет,0.599,0.759,0,0.356,4.5,-0.00028,0
854,Ученик_854,10,01.02.2016,79253507570,student854@example.com,Ольга,Соцсети,14.09.2025,3,2,19.09.2025,31.10.2025,42,47,Бывший клиент,Южный,Елена,Да,,Да,0.107,0.445,1,1.0,2.8,0.00571,0
855,Ученик_855,11,20.06.2014,79767028521,student855@example.com,Анна,Друг,10.07.2025,5,4,17.07.2025,30.09.2025,75,82,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.3,0.923,0,0.338,3.27,0.01184,0
856,Ученик_856,12,30.11.2013,79105213639,student856@example.com,Ольга,Давно знаю,18.08.2024,7,4,22.08.2024,17.11.2024,87,91,Клиент,Основной,Елена,Да,,Да,0.357,0.663,0,0.43,2.87,0.00243,0
857,Ученик_857,12,07.09.2013,79479065046,student857@example.com,Юлиана,Давно знаю,12.03.2025,6,6,26.03.2025,01.06.2025,67,81,Клиент,Основной,,Да,,Нет,0.899,0.877,0,0.0,4.15,0.00309,0
858,Ученик_858,12,10.07.2013,79472532253,student858@example.com,Дмитрий,Соцсети,01.04.2025,7,3,12.04.2025,15.05.2025,33,44,Клиент,Южный,Елена,Нет,,Нет,0.42,0.871,0,0.331,2.75,-0.00325,0
859,Ученик_859,15,30.07.2010,79138926282,student859@example.com,Анна,Соцсети,02.08.2024,3,1,07.08.2024,08.09.2024,32,37,Клиент,Южный,,Да,,Да,0.334,0.733,0,0.396,2.68,-0.01043,1
860,Ученик_860,10,09.07.2015,79989664999,student860@example.com,Анна,Давно знаю,19.04.2024,11,10,26.04.2024,31.05.2024,35,42,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.805,0.884,0,0.0,4.49,0.00121,0
861,Ученик_861,10,08.09.2015,79561328067,student861@example.com,Юлиана,Давно знаю,16.03.2025,9,6,24.03.2025,04.05.2025,41,49,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.5,0.691,1,0.726,3.94,0.00297,0
862,Ученик_862,13,31.10.2012,79841590785,student862@example.com,Ольга,Сайт,27.01.2026,9,7,07.02.2026,11.03.2026,32,43,Клиент,Южный,,Да,vk.com/id123,Нет,0.3,0.826,0,0.396,1.53,-0.01257,1
863,Ученик_863,16,01.11.2009,79131348586,student863@example.com,Анна,Сайт,19.11.2024,7,6,24.11.2024,28.01.2025,65,70,Клиент,Южный,,Нет,vk.com/id123,Нет,0.7,0.759,0,0.289,4.17,-0.00565,0
864,Ученик_864,13,14.03.2013,79838967476,student864@example.com,Дмитрий,Соцсети,23.07.2025,7,5,06.08.2025,21.10.2025,76,90,Клиент,Северный,Елена,Нет,,Нет,0.7,0.826,0,0.276,3.75,-0.00071,0
865,Ученик_865,12,30.05.2013,79716422822,student865@example.com,Анна,Реклама,18.01.2025,3,2,21.01.2025,11.04.2025,80,83,Клиент,Северный,Елена,Нет,,Нет,0.7,0.896,0,0.201,4.72,0.00827,0
866,Ученик_866,11,21.10.2014,79580888371,student866@example.com,Дмитрий,Давно знаю,08.12.2025,3,2,22.12.2025,01.02.2026,41,55,Клиент,Основной,Елена,Нет,,Нет,0.3,0.864,0,0.361,1.13,-0.00379,1
867,Ученик_867,14,23.08.2011,79691397593,student867@example.com,Юлиана,Сайт,26.06.2024,4,4,06.07.2024,17.08.2024,42,52,Клиент,Южный,Елена,Да,,Нет,0.3,0.79,0,0.338,3.22,-0.00463,0
868,Ученик_868,16,25.05.2009,79129153072,student868@example.com,Юлиана,Друг,20.06.2024,10,8,25.06.2024,20.09.2024,87,92,Клиент,Южный,Елена,Да,,Нет,0.46,0.774,0,0.325,2.35,-0.02111,1
